EVENT_ID,PLAYER_ID,EARNINGS,ORIG_EARNINGS,CURRENCY,PLACEMENT
23234,53437,5437,13,50.00000000,PLN,3
23273,52376,5602,25,25.00000000,USD,5
23261,53825,129,75,75.00000000,USD,1
23248,52589,106,1000,1000.00000000,USD,1
23249,52589,105,500,500.00000000,USD,2
23250,52589,72,250,250.00000000,USD,3
23236,53302,4105,4000,4000.00000000,USD,1
23237,53302,184,2400,2400.00000000,USD,2
23238,53302,1098,1200,1200.00000000,USD,3
23239,53302,7958,800,800.00000000,USD,4
23243,53302,910,400,400.00000000,USD,8
23240,53302,1184,400,400.00000000,USD,5
23241,53302,1263,400,400.00000000,USD,6
23242,53302,5130,400,400.00000000,USD,7
23262,53825,4388,25,25.00000000,USD,2
23251,52832,882,500,500.00000000,USD,1
23252,52832,365,250,250.00000000,USD,2
23253,52832,9990,150,150.00000000,USD,3
23254,52832,246,100,100.00000000,USD,4
23280,53664,26,661,600.00000000,EUR,1
23281,53664,5064,330,300.00000000,EUR,2
23277,53929,5499,50,50.00000000,USD,1
23257,53819,44,75,75.00000000,USD,1
23258,53819,1762,45,45.00000000,USD,2
23263,53115,2046,405,500000.00000000,KRW,1
23264,53115,44,243,300000.00000000,KRW,2
23265,53115,35,122,150000.00000000,KRW,3
23266,53115,1652,41,50000.00000000,KRW,4
23269,52376,4105,200,200.00000000,USD,1
23270,52376,24,100,100.00000000,USD,2
23267,53832,111,111,100.00000000,EUR,1
23268,53832,1557,56,50.00000000,EUR,2
23272,52376,213,50,50.00000000,USD,4
23271,52376,5499,50,50.00000000,USD,3
23276,52376,1098,25,25.00000000,USD,8
23275,52376,215,25,25.00000000,USD,7
23274,52376,9990,25,25.00000000,USD,6
23288,53775,1557,36,50.00000000,CAD,1
23283,53938,8418,504,350.00000000,GBP,1
23284,53938,4711,144,100.00000000,GBP,2
23282,53664,5847,110,100.00000000,EUR,3
23287,53968,1098,15,20.00000000,CAD,2
23286,53968,1557,37,50.00000000,CAD,1
23285,53938,338,72,50.00000000,GBP,3
23289,53775,213,15,20.00000000,CAD,2
23291,53488,72,14,20.00000000,CAD,2
23290,53488,1557,36,50.00000000,CAD,1
23294,53973,575,10,10.00000000,USD,3
23295,53973,1100,10,10.00000000,USD,4
23293,53973,111,20,20.00000000,USD,2
23292,53973,72,60,60.00000000,USD,1
23297,53984,1098,25,25.00000000,USD,2
23296,53984,5499,75,75.00000000,USD,1
23298,54018,4723,54,50.00000000,EUR,1
23301,54056,1192,25,100.00000000,PLN,3
23302,54056,4791,25,100.00000000,PLN,4
23300,54056,5592,50,200.00000000,PLN,2
23299,54056,26,125,500.00000000,PLN,1
23391,54280,72,168,12777.00000000,RUB,1
23392,54280,1171,101,7665.00000000,RUB,2
23370,53438,26,76,300.00000000,PLN,1
23303,54056,6235,6,25.00000000,PLN,5
23306,54056,2162,6,25.00000000,PLN,8
23305,54056,2187,6,25.00000000,PLN,7
23304,54056,210,6,25.00000000,PLN,6
23307,54068,5297,11,10.00000000,EUR,1
23308,54067,6937,11,10.00000000,EUR,1
23371,53438,6937,25,100.00000000,PLN,2
23373,53438,1192,13,50.00000000,PLN,4
23372,53438,5437,13,50.00000000,PLN,3
23309,54079,5064,82,60.00000000,EUR,1
23310,54079,4521,41,30.00000000,EUR,2
23312,54079,5083,7,5.00000000,EUR,4
23311,54079,5087,7,5.00000000,EUR,3
23313,54095,45,250,250.00000000,USD,1
23314,54095,44,150,150.00000000,USD,2
23316,54095,1762,50,50.00000000,USD,4
23315,54095,277,50,50.00000000,USD,3
23393,54280,95,67,5110.00000000,RUB,3
23317,54080,1652,138,100.00000000,EUR,1
23318,54080,29,69,50.00000000,EUR,2
23320,54080,5064,14,10.00000000,EUR,4
23319,54080,87,14,10.00000000,EUR,3
23374,54139,2102,60,60.00000000,USD,1
23321,54081,41,139,100.00000000,EUR,1
23322,54081,757,69,50.00000000,EUR,2
23324,54081,4709,14,10.00000000,EUR,4
23323,54081,5087,14,10.00000000,EUR,3
23375,54139,910,20,20.00000000,USD,2
23325,54106,72,125,125.00000000,USD,1
23326,54106,1101,50,50.00000000,USD,2
23327,54106,152,25,25.00000000,USD,3
23377,54139,8580,10,10.00000000,USD,4
23376,54139,5202,10,10.00000000,USD,3
23328,54118,1098,75,75.00000000,USD,1
23329,54118,6330,25,25.00000000,USD,2
23335,54147,118,50,50.00000000,USD,1
23378,54229,8234,3,200.00000000,RUB,1
23356,54156,882,75,75.00000000,USD,1
23357,54156,9990,25,25.00000000,USD,2
23340,54138,4388,60,60.00000000,USD,1
23341,54138,910,20,20.00000000,USD,2
23343,54138,8356,10,10.00000000,USD,4
23342,54138,8025,10,10.00000000,USD,3
23379,54253,8575,8,501.00000000,RUB,1
23381,54253,92,3,200.00000000,RUB,3
23358,54163,575,60,60.00000000,USD,1
23359,54163,757,20,20.00000000,USD,2
23361,54163,5074,10,10.00000000,USD,4
23360,54163,6937,10,10.00000000,USD,3
23362,53960,2102,200,200.00000000,USD,1
23363,53960,23,100,100.00000000,USD,2
23364,54177,111,109,100.00000000,EUR,1
23365,54177,210,55,50.00000000,EUR,2
23382,54254,1058,7,480.00000000,RUB,1
23383,54254,1171,4,288.00000000,RUB,2
23366,53439,362,75,300.00000000,PLN,1
23367,53439,2162,25,100.00000000,PLN,2
23369,53439,6235,12,50.00000000,PLN,4
23368,53439,210,12,50.00000000,PLN,3
23384,54254,2213,3,192.00000000,RUB,3
23385,54252,95,169,11500.00000000,RUB,1
23386,54252,5847,101,6900.00000000,RUB,2
23387,54252,72,68,4600.00000000,RUB,3
23388,54282,1171,3,255.00000000,RUB,1
23389,54282,8575,2,152.00000000,RUB,2
23390,54282,152,1,101.00000000,RUB,3
23420,54306,2566,25,25.00000000,USD,4
23419,54306,45,25,25.00000000,USD,3
23397,52566,19,35000,35000.00000000,USD,1
23421,54312,89,50,50.00000000,USD,1
23430,54360,4452,110,100.00000000,EUR,1
23431,54360,4680,55,50.00000000,EUR,2
23426,54361,8210,65,65.00000000,USD,3
23422,54343,251,225,225.00000000,USD,1
23398,52566,111,15000,15000.00000000,USD,2
23400,52566,1557,10000,10000.00000000,USD,4
23399,52566,26,10000,10000.00000000,USD,3
23404,52566,5847,8000,8000.00000000,USD,8
23403,52566,8,8000,8000.00000000,USD,7
23402,52566,129,8000,8000.00000000,USD,6
23401,52566,655,8000,8000.00000000,USD,5
23412,52566,5945,6000,6000.00000000,USD,16
23409,52566,1649,6000,6000.00000000,USD,13
23410,52566,251,6000,6000.00000000,USD,14
23411,52566,4495,6000,6000.00000000,USD,15
23408,52566,75,6000,6000.00000000,USD,12
23407,52566,58,6000,6000.00000000,USD,11
23406,52566,4734,6000,6000.00000000,USD,10
23405,52566,267,6000,6000.00000000,USD,9
23417,54306,481,100,100.00000000,USD,1
23418,54306,61,50,50.00000000,USD,2
23423,54343,476,75,75.00000000,USD,2
23427,54361,9650,30,30.00000000,USD,4
23424,54361,9439,250,250.00000000,USD,1
23425,54361,9444,125,125.00000000,USD,2
23429,54361,12244,15,15.00000000,USD,6
23428,54361,12240,15,15.00000000,USD,5
23433,54395,72,15,20.00000000,CAD,2
23432,54395,213,37,50.00000000,CAD,1
23436,54437,5622,11,10.00000000,EUR,3
23435,54437,3062,22,20.00000000,EUR,2
23434,54437,962,34,30.00000000,EUR,1
23439,53440,362,13,50.00000000,PLN,3
23440,53440,1192,13,50.00000000,PLN,4
23438,53440,6937,26,100.00000000,PLN,2
23437,53440,4452,78,300.00000000,PLN,1
23442,54464,1098,25,25.00000000,USD,2
23441,54464,184,75,75.00000000,USD,1
23446,54470,8958,200,200.00000000,USD,4
23445,54470,4392,300,300.00000000,USD,3
23444,54470,129,500,500.00000000,USD,2
23443,54470,4105,1000,1000.00000000,USD,1
23447,54489,5118,400,400.00000000,USD,1
23515,53174,35,100,100.00000000,USD,5
23448,54489,8580,200,200.00000000,USD,2
23449,54489,1492,100,100.00000000,USD,3
23450,54489,11533,50,50.00000000,USD,4
23492,54332,4495,234,234.00000000,USD,1
23493,54332,111,117,117.00000000,USD,2
23494,54332,23,39,39.00000000,USD,3
23451,54518,882,500,500.00000000,USD,1
23452,54518,365,250,250.00000000,USD,2
23453,54518,4750,150,150.00000000,USD,3
23454,54518,1148,100,100.00000000,USD,4
23455,53990,246,202,300.00000000,NZD,1
23456,53990,9990,118,175.00000000,NZD,2
23457,53990,747,67,100.00000000,NZD,3
23458,53990,5109,51,75.00000000,NZD,4
23462,53990,2517,17,25.00000000,NZD,8
23459,53990,4455,17,25.00000000,NZD,5
23460,53990,3501,17,25.00000000,NZD,6
23461,53990,365,17,25.00000000,NZD,7
23463,54540,1098,35,35.00000000,USD,1
23464,54540,4455,15,15.00000000,USD,2
23534,54552,4370,22,20.00000000,EUR,1
23465,54541,5499,35,35.00000000,USD,1
23466,54541,747,15,15.00000000,USD,2
23471,53125,757,20,20.00000000,USD,0
23470,53125,7956,40,40.00000000,USD,0
23469,53125,10115,40,40.00000000,USD,0
23468,53125,5933,40,40.00000000,USD,0
23467,53125,5945,40,40.00000000,USD,0
23476,54411,757,60,60.00000000,USD,0
23475,54411,5945,60,60.00000000,USD,0
23474,54411,5933,30,30.00000000,USD,0
23473,54411,7956,30,30.00000000,USD,0
23472,54411,72,60,60.00000000,USD,0
23477,54574,261,100,100.00000000,USD,1
23478,54575,172,100,100.00000000,USD,1
23479,54631,4452,112,100.00000000,EUR,1
23480,54631,26,56,50.00000000,EUR,2
23495,53504,5118,300,300.00000000,USD,1
23481,54651,210,26,100.00000000,PLN,1
23496,53504,210,150,150.00000000,USD,2
23482,54650,5437,25,100.00000000,PLN,1
23498,53504,118,75,75.00000000,USD,4
23483,54684,72,50,50.00000000,USD,1
23497,53504,5602,75,75.00000000,USD,3
23502,53504,9849,25,25.00000000,USD,8
23501,53504,725,25,25.00000000,USD,7
23500,53504,4723,25,25.00000000,USD,6
23484,54692,258,132,120.00000000,EUR,1
23485,54692,2170,66,60.00000000,EUR,2
23487,54692,5065,33,30.00000000,EUR,4
23486,54692,4049,33,30.00000000,EUR,3
23499,53504,4388,25,25.00000000,USD,5
23488,54706,118,60,60.00000000,USD,1
23489,54706,112,20,20.00000000,USD,2
23491,54706,1100,10,10.00000000,USD,4
23490,54706,7217,10,10.00000000,USD,3
23503,54140,23,60,60.00000000,USD,1
23504,54140,2220,20,20.00000000,USD,2
23506,54140,8580,10,10.00000000,USD,4
23505,54140,5499,10,10.00000000,USD,3
23510,53936,48,84,100000.00000000,KRW,0
23509,53936,233,84,100000.00000000,KRW,0
23508,53936,186,210,250000.00000000,KRW,0
23507,53936,125,210,250000.00000000,KRW,0
23556,54847,4105,35,35.00000000,USD,1
23552,54832,6937,150,150.00000000,USD,1
23545,54783,247,75,75.00000000,USD,1
23546,54783,277,35,35.00000000,USD,2
23535,54693,2170,133,120.00000000,EUR,1
23511,53174,1662,2500,2500.00000000,USD,1
23512,53174,58,1300,1300.00000000,USD,2
23514,53174,44,400,400.00000000,USD,4
23513,53174,111,400,400.00000000,USD,3
23518,53174,251,100,100.00000000,USD,8
23517,53174,1557,100,100.00000000,USD,7
23516,53174,381,100,100.00000000,USD,6
23536,54693,258,67,60.00000000,EUR,2
23525,54743,95,80,5600.00000000,RUB,1
23526,54743,274,34,2400.00000000,RUB,2
23538,54693,4049,33,30.00000000,EUR,4
23537,54693,354,33,30.00000000,EUR,3
23527,54744,1384,312,310.00000000,CHF,1
23528,54744,4948,81,80.00000000,CHF,2
23529,54744,4098,40,40.00000000,CHF,3
23547,54783,5945,15,15.00000000,USD,3
23533,54551,5803,22,20.00000000,EUR,1
23539,54773,26,333,300.00000000,EUR,1
23540,54773,95,167,150.00000000,EUR,2
23542,54773,1557,83,75.00000000,EUR,4
23541,54773,111,83,75.00000000,EUR,3
23553,54832,5499,50,50.00000000,USD,2
23543,54778,213,38,50.00000000,CAD,1
23544,54778,18,15,20.00000000,CAD,2
23557,54847,5499,15,15.00000000,USD,2
23548,54816,45,100,100.00000000,USD,1
23549,54816,61,50,50.00000000,USD,2
23551,54816,247,25,25.00000000,USD,4
23550,54816,1566,25,25.00000000,USD,3
23554,54838,4105,75,75.00000000,USD,1
23555,54838,882,25,25.00000000,USD,2
23558,54854,58,305,305.21000000,USD,1
23559,54854,4680,101,101.74000000,USD,2
23561,54854,4370,50,50.87000000,USD,4
23560,54854,6937,50,50.87000000,USD,3
23570,54860,75,50,50.00000000,USD,1
23573,54885,6937,10,10.00000000,USD,3
23574,54885,5414,10,10.00000000,USD,4
23572,54885,210,20,20.00000000,USD,2
23571,54885,58,60,60.00000000,USD,1
23576,54400,4564,112,100.00000000,EUR,2
23575,54400,4521,225,200.00000000,EUR,1
23639,54982,6274,90,600.00000000,DKK,5
23577,54400,4948,56,50.00000000,EUR,3
23578,54400,5925,56,50.00000000,EUR,4
23640,54982,4331,75,500.00000000,DKK,6
23641,54982,4138,60,400.00000000,DKK,7
23642,54982,4333,45,300.00000000,DKK,8
23579,54894,105,75,75.00000000,USD,1
23580,54894,44,35,35.00000000,USD,2
23581,54894,6347,15,15.00000000,USD,3
23676,54124,4495,74,74.00000000,USD,0
23675,54124,1557,99,99.00000000,USD,0
23582,54902,6937,60,60.00000000,USD,1
23583,54902,4370,20,20.00000000,USD,2
23585,54902,195,10,10.00000000,USD,4
23584,54902,58,10,10.00000000,USD,3
23643,55071,1098,75,75.00000000,USD,1
23644,55071,4388,25,25.00000000,USD,2
23586,54893,274,49,3288.00000000,RUB,1
23587,54893,8222,21,1409.00000000,RUB,2
23611,53847,214,16000,16000.00000000,USD,1
23612,53847,111,8000,8000.00000000,USD,2
23614,53847,317,5000,5000.00000000,USD,4
23613,53847,5087,5000,5000.00000000,USD,3
23588,54141,106,60,60.00000000,USD,1
23589,54141,1098,20,20.00000000,USD,2
23591,54141,595,10,10.00000000,USD,4
23590,54141,118,10,10.00000000,USD,3
23618,53847,23,2000,2000.00000000,USD,8
23617,53847,4734,2000,2000.00000000,USD,7
23616,53847,26,2000,2000.00000000,USD,6
23592,54916,35,75,75.00000000,USD,1
23593,54916,6937,35,35.00000000,USD,2
23594,54916,7956,15,15.00000000,USD,3
23615,53847,161,2000,2000.00000000,USD,5
23626,53847,1649,1000,1000.00000000,USD,16
23623,53847,8980,1000,1000.00000000,USD,13
23595,54917,458,75,75.00000000,USD,1
23596,54917,18,35,35.00000000,USD,2
23597,54917,2046,15,15.00000000,USD,3
23624,53847,5933,1000,1000.00000000,USD,14
23625,53847,160,1000,1000.00000000,USD,15
23622,53847,5945,1000,1000.00000000,USD,12
23621,53847,184,1000,1000.00000000,USD,11
23600,54924,118,38,50.00000000,CAD,1
23601,54924,6937,15,20.00000000,CAD,2
23620,53847,5847,1000,1000.00000000,USD,10
23619,53847,9089,1000,1000.00000000,USD,9
23602,54694,4049,135,120.00000000,EUR,1
23603,54694,354,67,60.00000000,EUR,2
23605,54694,4896,34,30.00000000,EUR,4
23604,54694,196,34,30.00000000,EUR,3
23606,54962,1171,113,100.00000000,EUR,1
23607,54962,4452,56,50.00000000,EUR,2
23608,54953,44,75,75.00000000,USD,1
23609,54953,5939,35,35.00000000,USD,2
23610,54953,105,15,15.00000000,USD,3
23672,54124,4495,197,197.00000000,USD,1
23673,54124,4105,98,98.00000000,USD,2
23661,55128,5064,1117,1000.00000000,EUR,1
23645,55084,575,335,300.00000000,EUR,1
23646,55084,5568,223,200.00000000,EUR,2
23647,55084,1350,112,100.00000000,EUR,3
23662,55128,655,670,600.00000000,EUR,2
23663,55128,267,335,300.00000000,EUR,3
23648,55108,1557,75,75.00000000,USD,1
23649,55108,4105,25,25.00000000,USD,2
23664,55128,5414,112,100.00000000,EUR,4
23635,54982,1813,599,4000.00000000,DKK,1
23636,54982,4723,300,2000.00000000,DKK,2
23637,54982,1100,225,1500.00000000,DKK,3
23638,54982,1811,105,700.00000000,DKK,4
23674,54124,6127,32,32.00000000,USD,3
23665,55154,4495,252,252.60000000,USD,1
23666,55154,6937,84,84.20000000,USD,2
23668,55154,251,42,42.10000000,USD,4
23667,55154,451,42,42.10000000,USD,3
23650,55076,47,2000,2000.00000000,USD,1
23651,55076,1659,2000,2000.00000000,USD,2
23653,55076,4,1500,1500.00000000,USD,4
23652,55076,79,1500,1500.00000000,USD,3
23654,55076,317,1000,1000.00000000,USD,5
23657,55076,63,1000,1000.00000000,USD,8
23656,55076,239,1000,1000.00000000,USD,7
23655,55076,111,1000,1000.00000000,USD,6
23659,55076,5945,500,500.00000000,USD,10
23658,55076,214,500,500.00000000,USD,9
23660,55127,2966,100,100.00000000,USD,1
23691,55265,213,100,100.00000000,USD,1
23669,55160,106,112,100.00000000,EUR,1
23670,55160,210,56,50.00000000,EUR,2
23692,55265,4709,30,30.00000000,USD,2
23671,55204,1557,50,50.00000000,USD,1
23688,55256,422,75,75.00000000,USD,1
23683,54695,4370,136,120.00000000,EUR,1
23684,54695,354,68,60.00000000,EUR,2
23686,54695,196,34,30.00000000,EUR,4
23677,55215,1557,60,60.00000000,USD,1
23678,55215,72,20,20.00000000,USD,2
23680,55215,519,10,10.00000000,USD,4
23679,55215,5847,10,10.00000000,USD,3
23685,54695,193,34,30.00000000,EUR,3
23681,54878,19,200,200.00000000,USD,1
23682,54878,118,100,100.00000000,USD,2
23689,55256,277,35,35.00000000,USD,2
23687,55239,6937,108,108.10000000,USD,1
23690,55256,44,15,15.00000000,USD,3
23694,55266,118,56,50.00000000,EUR,2
23695,54915,481,75,75.00000000,USD,1
23693,55266,72,112,100.00000000,EUR,1
23696,54915,105,35,35.00000000,USD,2
23697,54915,44,15,15.00000000,USD,3
23706,55311,2,15,15.00000000,USD,3
23702,55306,4521,171,150.00000000,EUR,3
23703,55306,655,171,150.00000000,EUR,4
23701,55306,1649,341,300.00000000,EUR,2
23700,55306,5064,683,600.00000000,EUR,1
23705,55311,18,35,35.00000000,USD,2
23704,55311,422,75,75.00000000,USD,1
23709,55345,44,15,15.00000000,USD,3
23708,55345,422,35,35.00000000,USD,2
23707,55345,247,75,75.00000000,USD,1
23711,55355,1557,34,30.00000000,EUR,2
23710,55355,26,80,70.00000000,EUR,1
23712,54201,4198,599,5000.00000000,SEK,1
23714,55364,422,50,50.00000000,USD,2
23754,54344,251,1075,1400.00000000,CAD,1
23713,55364,381,100,100.00000000,USD,1
23715,55364,5016,25,25.00000000,USD,3
23716,55364,45,25,25.00000000,USD,4
23755,54344,4495,384,500.00000000,CAD,2
23756,54344,5118,288,375.00000000,CAD,3
23757,54344,23,173,225.00000000,CAD,4
23722,55392,4564,513,500.00000000,CHF,3
23721,55392,4948,308,300.00000000,CHF,2
23720,55392,1384,205,200.00000000,CHF,1
23758,54344,317,115,150.00000000,CAD,5
23759,54344,6459,115,150.00000000,CAD,6
23761,54344,129,77,100.00000000,CAD,8
23760,54344,542,77,100.00000000,CAD,7
23723,55385,1557,60,60.00000000,USD,1
23724,55385,118,20,20.00000000,USD,2
23726,55385,5016,10,10.00000000,USD,4
23725,55385,112,10,10.00000000,USD,3
23824,55750,21,25,25.00000000,USD,3
23727,55448,4495,75,75.00000000,USD,1
23728,55448,251,25,25.00000000,USD,2
23762,55634,4723,11,10.00000000,EUR,1
23729,54929,75,614,5000.00000000,SEK,1
23730,55527,4402,22,20.00000000,EUR,1
23731,55528,72,114,100.00000000,EUR,1
23774,55671,249,1600,1600.00000000,USD,1
23775,55671,161,1200,1200.00000000,USD,2
23732,55520,1557,480,480.00000000,USD,1
23733,55520,195,160,160.00000000,USD,2
23735,55520,5847,80,80.00000000,USD,4
23734,55520,58,80,80.00000000,USD,3
23777,55671,10115,800,800.00000000,USD,4
23776,55671,5945,800,800.00000000,USD,3
23763,54696,2170,137,120.00000000,EUR,1
23743,55565,5499,22,22.00000000,USD,0
23742,55565,19,22,22.00000000,USD,0
23741,55565,4388,44,44.00000000,USD,0
23740,55565,2102,66,66.00000000,USD,0
23739,55565,23,198,198.00000000,USD,0
23736,55565,1098,453,453.00000000,USD,1
23737,55565,19,226,226.00000000,USD,2
23738,55565,2220,75,75.00000000,USD,3
23764,54696,4049,68,60.00000000,EUR,2
23744,55571,111,50,50.00000000,USD,1
23766,54696,354,34,30.00000000,EUR,4
23765,54696,4370,34,30.00000000,EUR,3
23745,55578,1171,114,100.00000000,EUR,1
23746,55578,72,57,50.00000000,EUR,2
23747,55587,4277,13,100.00000000,NOK,1
23748,55589,4280,13,100.00000000,NOK,1
23749,55590,7383,12,100.00000000,NOK,1
23781,55671,10699,600,600.00000000,USD,8
23780,55671,5980,600,600.00000000,USD,7
23779,55671,5275,600,600.00000000,USD,6
23769,55643,4105,50,50.00000000,USD,3
23750,55612,111,60,60.00000000,USD,1
23751,55612,5847,20,20.00000000,USD,2
23753,55612,5202,10,10.00000000,USD,4
23752,55612,210,10,10.00000000,USD,3
23778,55671,145,600,600.00000000,USD,5
23789,55671,5933,400,400.00000000,USD,16
23786,55671,7679,400,400.00000000,USD,13
23787,55671,8980,400,400.00000000,USD,14
23788,55671,5309,400,400.00000000,USD,15
23785,55671,10057,400,400.00000000,USD,12
23784,55671,160,400,400.00000000,USD,11
23783,55671,8130,400,400.00000000,USD,10
23768,55643,1557,50,50.00000000,USD,2
23767,55643,1649,50,50.00000000,USD,1
23782,55671,276,400,400.00000000,USD,9
23770,54447,458,416,416.00000000,USD,1
23771,54447,45,249,249.00000000,USD,2
23772,54447,35,124,124.00000000,USD,3
23773,54447,2566,41,41.00000000,USD,4
23837,51645,48,3468,4000000.00000000,KRW,12
23799,55696,5109,27,35.00000000,AUD,1
23800,55696,4750,11,15.00000000,AUD,2
23801,55697,978,26,35.00000000,AUD,1
23802,55697,5109,11,15.00000000,AUD,2
23822,55750,422,100,100.00000000,USD,1
23823,55750,2566,50,50.00000000,USD,2
23825,55750,277,25,25.00000000,USD,4
23803,55710,481,75,75.00000000,USD,1
23804,55710,6347,35,35.00000000,USD,2
23805,55710,5275,15,15.00000000,USD,3
23790,55663,105,75,75.00000000,USD,1
23791,55663,213,35,35.00000000,USD,2
23792,55663,5945,15,15.00000000,USD,3
23793,53814,4750,25,35.00000000,AUD,1
23794,53814,3501,11,15.00000000,AUD,2
23795,53242,5094,25,35.00000000,AUD,1
23796,53242,1882,11,15.00000000,AUD,2
23797,55695,5094,26,35.00000000,AUD,1
23798,55695,978,11,15.00000000,AUD,2
23836,51645,233,3468,4000000.00000000,KRW,11
23835,51645,1709,3468,4000000.00000000,KRW,10
23834,51645,2568,3468,4000000.00000000,KRW,9
23853,55724,575,400,400.00000000,USD,12
23855,55724,267,400,400.00000000,USD,14
23852,55724,72,400,400.00000000,USD,11
23851,55724,50,400,400.00000000,USD,10
23830,51645,186,5203,6000000.00000000,KRW,5
23841,51645,79,3468,4000000.00000000,KRW,16
23838,51645,45,3468,4000000.00000000,KRW,13
23839,51645,125,3468,4000000.00000000,KRW,14
23840,51645,68,3468,4000000.00000000,KRW,15
23829,51645,1793,7804,9000000.00000000,KRW,4
23828,51645,1652,7804,9000000.00000000,KRW,3
23826,51645,76,34683,40000000.00000000,KRW,1
23827,51645,309,17342,20000000.00000000,KRW,2
23833,51645,47,5203,6000000.00000000,KRW,8
23832,51645,117,5203,6000000.00000000,KRW,7
23831,51645,106,5203,6000000.00000000,KRW,6
23850,55724,5064,400,400.00000000,USD,9
23848,55724,1813,600,600.00000000,USD,7
23847,55724,5847,600,600.00000000,USD,6
23846,55724,52,600,600.00000000,USD,5
23854,55724,6937,400,400.00000000,USD,13
23844,55724,58,800,800.00000000,USD,3
23849,55724,75,600,600.00000000,USD,8
23845,55724,95,800,800.00000000,USD,4
23843,55724,2170,1200,1200.00000000,USD,2
23842,55724,26,1600,1600.00000000,USD,1
23897,55891,1098,25,25.00000000,USD,2
23857,55724,4452,400,400.00000000,USD,16
23856,55724,111,400,400.00000000,USD,15
23939,56073,251,1314,1700.00000000,CAD,1
23940,56073,129,696,900.00000000,CAD,2
23898,55618,8,200,200.00000000,USD,1
23899,55618,72,100,100.00000000,USD,2
23858,55249,1098,4000,4000.00000000,USD,1
23859,55249,4105,2400,2400.00000000,USD,2
23860,55249,1184,1200,1200.00000000,USD,3
23861,55249,10051,800,800.00000000,USD,4
23865,55249,515,400,400.00000000,USD,8
23862,55249,8613,400,400.00000000,USD,5
23863,55249,5130,400,400.00000000,USD,6
23864,55249,910,400,400.00000000,USD,7
23941,56073,5118,309,400.00000000,CAD,3
23900,55908,575,342,300.00000000,EUR,1
23901,55908,1557,171,150.00000000,EUR,2
23903,55908,210,85,75.00000000,EUR,4
23902,55908,4452,85,75.00000000,EUR,3
23904,55913,24,75,75.00000000,USD,1
23866,55725,4495,1600,1600.00000000,USD,1
23867,55725,317,1200,1200.00000000,USD,2
23869,55725,1557,800,800.00000000,USD,4
23868,55725,19,800,800.00000000,USD,3
23873,55725,2102,600,600.00000000,USD,8
23872,55725,251,600,600.00000000,USD,7
23871,55725,5499,600,600.00000000,USD,6
23870,55725,129,600,600.00000000,USD,5
23881,55725,6459,400,400.00000000,USD,16
23878,55725,2966,400,400.00000000,USD,13
23879,55725,23,400,400.00000000,USD,14
23880,55725,2264,400,400.00000000,USD,15
23877,55725,2220,400,400.00000000,USD,12
23876,55725,5602,400,400.00000000,USD,11
23875,55725,221,400,400.00000000,USD,10
23874,55725,4388,400,400.00000000,USD,9
23905,55913,481,35,35.00000000,USD,2
23906,55913,422,15,15.00000000,USD,3
23882,55785,7982,570,500.00000000,EUR,1
23883,55785,5409,256,225.00000000,EUR,2
23884,55785,5925,142,125.00000000,EUR,3
23888,55840,4105,10,10.00000000,USD,0
23887,55840,317,10,10.00000000,USD,0
23885,55840,4495,60,60.00000000,USD,1
23886,55840,23,20,20.00000000,USD,2
23931,55370,365,500,500.00000000,USD,0
23889,55841,1557,50,50.00000000,USD,1
23930,55370,9990,600,600.00000000,USD,0
23929,55370,1148,800,800.00000000,USD,0
23890,55778,111,114,100.00000000,EUR,1
23891,55778,5847,57,50.00000000,EUR,2
23907,55757,381,800,800.00000000,USD,1
23908,55757,1793,300,300.00000000,USD,2
23909,55757,23,200,200.00000000,USD,3
23892,55872,72,60,60.00000000,USD,1
23893,55872,26,20,20.00000000,USD,2
23895,55872,6937,10,10.00000000,USD,4
23894,55872,8,10,10.00000000,USD,3
23928,55370,882,1000,1000.00000000,USD,0
23896,55891,5499,75,75.00000000,USD,1
23920,55370,882,2000,2000.00000000,USD,1
23921,55370,365,1500,1500.00000000,USD,2
23922,55370,9990,1200,1200.00000000,USD,3
23910,55950,422,75,75.00000000,USD,1
23911,55950,5945,35,35.00000000,USD,2
23912,55950,247,15,15.00000000,USD,3
23923,55370,1148,1000,1000.00000000,USD,4
23924,55370,5109,400,400.00000000,USD,5
23925,55370,747,400,400.00000000,USD,6
23913,55951,247,75,75.00000000,USD,1
23914,55951,481,35,35.00000000,USD,2
23915,55951,44,15,15.00000000,USD,3
23926,55370,4120,300,300.00000000,USD,7
23927,55370,904,300,300.00000000,USD,8
23916,55966,1557,100,100.00000000,USD,1
23917,55966,422,50,50.00000000,USD,2
23919,55966,45,25,25.00000000,USD,4
23918,55966,23,25,25.00000000,USD,3
23948,56099,5847,60,60.00000000,USD,1
23942,56110,152,11,10.00000000,EUR,1
23943,56110,1101,6,5.00000000,EUR,2
23932,56053,26,113,100.00000000,EUR,1
23933,56053,1557,56,50.00000000,EUR,2
23934,56061,89,50,50.00000000,USD,1
23949,56099,24,20,20.00000000,USD,2
23951,56099,210,10,10.00000000,USD,4
23938,56068,4388,10,10.00000000,USD,0
23937,56068,882,10,10.00000000,USD,0
23935,56068,1557,60,60.00000000,USD,1
23936,56068,21,20,20.00000000,USD,2
23950,56099,962,10,10.00000000,USD,3
23944,56122,3808,11,10.00000000,EUR,1
23945,56122,10330,6,5.00000000,EUR,2
